date,areaType,areaCode,areaName,newCasesByPublishDate
"2021-03-11",nation,S92000003,Scotland,591
"2021-03-10",nation,S92000003,Scotland,691
"2021-03-09",nation,S92000003,Scotland,466
"2021-03-08",nation,S92000003,Scotland,501
"2021-03-07",nation,S92000003,Scotland,390
"2021-03-06",nation,S92000003,Scotland,555
"2021-03-05",nation,S92000003,Scotland,498
"2021-03-04",nation,S92000003,Scotland,500
"2021-03-03",nation,S92000003,Scotland,543
"2021-03-02",nation,S92000003,Scotland,542
"2021-03-01",nation,S92000003,Scotland,386
"2021-02-28",nation,S92000003,Scotland,572
"2021-02-27",nation,S92000003,Scotland,525
"2021-02-26",nation,S92000003,Scotland,581
"2021-02-25",nation,S92000003,Scotland,769
"2021-02-24",nation,S92000003,Scotland,798
"2021-02-23",nation,S92000003,Scotland,655
"2021-02-22",nation,S92000003,Scotland,715
"2021-02-21",nation,S92000003,Scotland,827
"2021-02-20",nation,S92000003,Scotland,803
"2021-02-19",nation,S92000003,Scotland,885
"2021-02-18",nation,S92000003,Scotland,685
"2021-02-17",nation,S92000003,Scotland,1121
"2021-02-16",nation,S92000003,Scotland,773
"2021-02-15",nation,S92000003,Scotland,559
"2021-02-14",nation,S92000003,Scotland,903
"2021-02-13",nation,S92000003,Scotland,908
"2021-02-12",nation,S92000003,Scotland,830
"2021-02-11",nation,S92000003,Scotland,830
"2021-02-10",nation,S92000003,Scotland,803
"2021-02-09",nation,S92000003,Scotland,822
"2021-02-08",nation,S92000003,Scotland,928
"2021-02-07",nation,S92000003,Scotland,584
"2021-02-06",nation,S92000003,Scotland,895
"2021-02-05",nation,S92000003,Scotland,895
"2021-02-04",nation,S92000003,Scotland,1149
"2021-02-03",nation,S92000003,Scotland,978
"2021-02-02",nation,S92000003,Scotland,758
"2021-02-01",nation,S92000003,Scotland,848
"2021-01-31",nation,S92000003,Scotland,1003
"2021-01-30",nation,S92000003,Scotland,994
"2021-01-29",nation,S92000003,Scotland,1155
"2021-01-28",nation,S92000003,Scotland,1201
"2021-01-27",nation,S92000003,Scotland,1330
"2021-01-26",nation,S92000003,Scotland,1049
"2021-01-25",nation,S92000003,Scotland,752
"2021-01-24",nation,S92000003,Scotland,1195
"2021-01-23",nation,S92000003,Scotland,1307
"2021-01-22",nation,S92000003,Scotland,1480
"2021-01-21",nation,S92000003,Scotland,1636
"2021-01-20",nation,S92000003,Scotland,1656
"2021-01-19",nation,S92000003,Scotland,1165
"2021-01-18",nation,S92000003,Scotland,1429
"2021-01-17",nation,S92000003,Scotland,1341
"2021-01-16",nation,S92000003,Scotland,1753
"2021-01-15",nation,S92000003,Scotland,2160
"2021-01-14",nation,S92000003,Scotland,1707
"2021-01-13",nation,S92000003,Scotland,1949
"2021-01-12",nation,S92000003,Scotland,1875
"2021-01-11",nation,S92000003,Scotland,1782
"2021-01-10",nation,S92000003,Scotland,1877
"2021-01-09",nation,S92000003,Scotland,1865
"2021-01-08",nation,S92000003,Scotland,2309
"2021-01-07",nation,S92000003,Scotland,2649
"2021-01-06",nation,S92000003,Scotland,2039
"2021-01-05",nation,S92000003,Scotland,2529
"2021-01-04",nation,S92000003,Scotland,1905
"2021-01-03",nation,S92000003,Scotland,2464
"2021-01-02",nation,S92000003,Scotland,2137
"2021-01-01",nation,S92000003,Scotland,2539
"2020-12-31",nation,S92000003,Scotland,2622
"2020-12-30",nation,S92000003,Scotland,2045
"2020-12-29",nation,S92000003,Scotland,1895
"2020-12-28",nation,S92000003,Scotland,967
"2020-12-27",nation,S92000003,Scotland,740
"2020-12-26",nation,S92000003,Scotland,1149
"2020-12-25",nation,S92000003,Scotland,1165
"2020-12-24",nation,S92000003,Scotland,1314
"2020-12-23",nation,S92000003,Scotland,1190
"2020-12-22",nation,S92000003,Scotland,1316
"2020-12-21",nation,S92000003,Scotland,1504
"2020-12-20",nation,S92000003,Scotland,934
"2020-12-19",nation,S92000003,Scotland,572
"2020-12-18",nation,S92000003,Scotland,744
"2020-12-17",nation,S92000003,Scotland,858
"2020-12-16",nation,S92000003,Scotland,689
"2020-12-15",nation,S92000003,Scotland,845
"2020-12-14",nation,S92000003,Scotland,734
"2020-12-13",nation,S92000003,Scotland,800
"2020-12-12",nation,S92000003,Scotland,1064
"2020-12-11",nation,S92000003,Scotland,1001
"2020-12-10",nation,S92000003,Scotland,933
"2020-12-09",nation,S92000003,Scotland,897
"2020-12-08",nation,S92000003,Scotland,692
"2020-12-07",nation,S92000003,Scotland,677
"2020-12-06",nation,S92000003,Scotland,643
"2020-12-05",nation,S92000003,Scotland,777
"2020-12-04",nation,S92000003,Scotland,966
"2020-12-03",nation,S92000003,Scotland,958
"2020-12-02",nation,S92000003,Scotland,951
"2020-12-01",nation,S92000003,Scotland,754
"2020-11-30",nation,S92000003,Scotland,369
"2020-11-29",nation,S92000003,Scotland,746
"2020-11-28",nation,S92000003,Scotland,788
"2020-11-27",nation,S92000003,Scotland,969
"2020-11-26",nation,S92000003,Scotland,1225
"2020-11-25",nation,S92000003,Scotland,880
"2020-11-24",nation,S92000003,Scotland,771
"2020-11-23",nation,S92000003,Scotland,949
"2020-11-22",nation,S92000003,Scotland,844
"2020-11-21",nation,S92000003,Scotland,887
"2020-11-20",nation,S92000003,Scotland,1018
"2020-11-19",nation,S92000003,Scotland,1089
"2020-11-18",nation,S92000003,Scotland,1264
"2020-11-17",nation,S92000003,Scotland,1248
"2020-11-16",nation,S92000003,Scotland,717
"2020-11-15",nation,S92000003,Scotland,1159
"2020-11-14",nation,S92000003,Scotland,1118
"2020-11-13",nation,S92000003,Scotland,1357
"2020-11-12",nation,S92000003,Scotland,1212
"2020-11-11",nation,S92000003,Scotland,1261
"2020-11-10",nation,S92000003,Scotland,832
"2020-11-09",nation,S92000003,Scotland,912
"2020-11-08",nation,S92000003,Scotland,1115
"2020-11-07",nation,S92000003,Scotland,1596
"2020-11-06",nation,S92000003,Scotland,1072
"2020-11-05",nation,S92000003,Scotland,1216
"2020-11-04",nation,S92000003,Scotland,1433
"2020-11-03",nation,S92000003,Scotland,999
"2020-11-02",nation,S92000003,Scotland,951
"2020-11-01",nation,S92000003,Scotland,1148
"2020-10-31",nation,S92000003,Scotland,1101
"2020-10-30",nation,S92000003,Scotland,1281
"2020-10-29",nation,S92000003,Scotland,1128
"2020-10-28",nation,S92000003,Scotland,1202
"2020-10-27",nation,S92000003,Scotland,1327
"2020-10-26",nation,S92000003,Scotland,1122
"2020-10-25",nation,S92000003,Scotland,1303
"2020-10-24",nation,S92000003,Scotland,1433
"2020-10-23",nation,S92000003,Scotland,1401
"2020-10-22",nation,S92000003,Scotland,1712
"2020-10-21",nation,S92000003,Scotland,1739
"2020-10-20",nation,S92000003,Scotland,1456
"2020-10-19",nation,S92000003,Scotland,993
"2020-10-18",nation,S92000003,Scotland,316
"2020-10-17",nation,S92000003,Scotland,1167
"2020-10-16",nation,S92000003,Scotland,1196
"2020-10-15",nation,S92000003,Scotland,1351
"2020-10-14",nation,S92000003,Scotland,1429
"2020-10-13",nation,S92000003,Scotland,1297
"2020-10-12",nation,S92000003,Scotland,961
"2020-10-11",nation,S92000003,Scotland,956
"2020-10-10",nation,S92000003,Scotland,1009
"2020-10-09",nation,S92000003,Scotland,1246
"2020-10-08",nation,S92000003,Scotland,1027
"2020-10-07",nation,S92000003,Scotland,1054
"2020-10-06",nation,S92000003,Scotland,800
"2020-10-05",nation,S92000003,Scotland,697
"2020-10-04",nation,S92000003,Scotland,758
"2020-10-03",nation,S92000003,Scotland,764
"2020-10-02",nation,S92000003,Scotland,775
"2020-10-01",nation,S92000003,Scotland,668
"2020-09-30",nation,S92000003,Scotland,640
"2020-09-29",nation,S92000003,Scotland,806
"2020-09-28",nation,S92000003,Scotland,222
"2020-09-27",nation,S92000003,Scotland,344
"2020-09-26",nation,S92000003,Scotland,714
"2020-09-25",nation,S92000003,Scotland,558
"2020-09-24",nation,S92000003,Scotland,465
"2020-09-23",nation,S92000003,Scotland,486
"2020-09-22",nation,S92000003,Scotland,383
"2020-09-21",nation,S92000003,Scotland,255
"2020-09-20",nation,S92000003,Scotland,245
"2020-09-19",nation,S92000003,Scotland,350
"2020-09-18",nation,S92000003,Scotland,203
"2020-09-17",nation,S92000003,Scotland,290
"2020-09-16",nation,S92000003,Scotland,267
"2020-09-15",nation,S92000003,Scotland,267
"2020-09-14",nation,S92000003,Scotland,70
"2020-09-13",nation,S92000003,Scotland,244
"2020-09-12",nation,S92000003,Scotland,221
"2020-09-11",nation,S92000003,Scotland,175
"2020-09-10",nation,S92000003,Scotland,161
"2020-09-09",nation,S92000003,Scotland,159
"2020-09-08",nation,S92000003,Scotland,176
"2020-09-07",nation,S92000003,Scotland,146
"2020-09-06",nation,S92000003,Scotland,208
"2020-09-05",nation,S92000003,Scotland,141
"2020-09-04",nation,S92000003,Scotland,159
"2020-09-03",nation,S92000003,Scotland,101
"2020-09-02",nation,S92000003,Scotland,156
"2020-09-01",nation,S92000003,Scotland,154
"2020-08-31",nation,S92000003,Scotland,160
"2020-08-30",nation,S92000003,Scotland,123
"2020-08-29",nation,S92000003,Scotland,88
"2020-08-28",nation,S92000003,Scotland,51
"2020-08-27",nation,S92000003,Scotland,68
"2020-08-26",nation,S92000003,Scotland,67
"2020-08-25",nation,S92000003,Scotland,44
"2020-08-24",nation,S92000003,Scotland,66
"2020-08-23",nation,S92000003,Scotland,83
"2020-08-22",nation,S92000003,Scotland,123
"2020-08-21",nation,S92000003,Scotland,71
"2020-08-20",nation,S92000003,Scotland,77
"2020-08-19",nation,S92000003,Scotland,50
"2020-08-18",nation,S92000003,Scotland,49
"2020-08-17",nation,S92000003,Scotland,26
"2020-08-16",nation,S92000003,Scotland,43
"2020-08-15",nation,S92000003,Scotland,51
"2020-08-14",nation,S92000003,Scotland,65
"2020-08-13",nation,S92000003,Scotland,47
"2020-08-12",nation,S92000003,Scotland,47
"2020-08-11",nation,S92000003,Scotland,52
"2020-08-10",nation,S92000003,Scotland,29
"2020-08-09",nation,S92000003,Scotland,48
"2020-08-08",nation,S92000003,Scotland,60
"2020-08-07",nation,S92000003,Scotland,43
"2020-08-06",nation,S92000003,Scotland,66
"2020-08-05",nation,S92000003,Scotland,64
"2020-08-04",nation,S92000003,Scotland,23
"2020-08-03",nation,S92000003,Scotland,18
"2020-08-02",nation,S92000003,Scotland,31
"2020-08-01",nation,S92000003,Scotland,18
"2020-07-31",nation,S92000003,Scotland,30
"2020-07-30",nation,S92000003,Scotland,17
"2020-07-29",nation,S92000003,Scotland,22
"2020-07-28",nation,S92000003,Scotland,4
"2020-07-27",nation,S92000003,Scotland,3
"2020-07-26",nation,S92000003,Scotland,4
"2020-07-25",nation,S92000003,Scotland,27
"2020-07-24",nation,S92000003,Scotland,20
"2020-07-23",nation,S92000003,Scotland,16
"2020-07-22",nation,S92000003,Scotland,10
"2020-07-21",nation,S92000003,Scotland,22
"2020-07-20",nation,S92000003,Scotland,7
"2020-07-19",nation,S92000003,Scotland,23
"2020-07-18",nation,S92000003,Scotland,21
"2020-07-17",nation,S92000003,Scotland,17
"2020-07-16",nation,S92000003,Scotland,11
"2020-07-15",nation,S92000003,Scotland,5
"2020-07-14",nation,S92000003,Scotland,3
"2020-07-13",nation,S92000003,Scotland,6
"2020-07-12",nation,S92000003,Scotland,19
"2020-07-11",nation,S92000003,Scotland,7
"2020-07-10",nation,S92000003,Scotland,18
"2020-07-09",nation,S92000003,Scotland,6
"2020-07-08",nation,S92000003,Scotland,7
"2020-07-07",nation,S92000003,Scotland,2
"2020-07-06",nation,S92000003,Scotland,4
"2020-07-05",nation,S92000003,Scotland,9
"2020-07-04",nation,S92000003,Scotland,11
"2020-07-03",nation,S92000003,Scotland,12
"2020-07-02",nation,S92000003,Scotland,5
"2020-07-01",nation,S92000003,Scotland,8
"2020-06-30",nation,S92000003,Scotland,10
"2020-06-29",nation,S92000003,Scotland,5
"2020-06-28",nation,S92000003,Scotland,8
"2020-06-27",nation,S92000003,Scotland,15
"2020-06-26",nation,S92000003,Scotland,17
"2020-06-25",nation,S92000003,Scotland,5
"2020-06-24",nation,S92000003,Scotland,9
"2020-06-23",nation,S92000003,Scotland,12
"2020-06-22",nation,S92000003,Scotland,14
"2020-06-21",nation,S92000003,Scotland,26
"2020-06-20",nation,S92000003,Scotland,26
"2020-06-19",nation,S92000003,Scotland,27
"2020-06-18",nation,S92000003,Scotland,11
"2020-06-17",nation,S92000003,Scotland,21
"2020-06-16",nation,S92000003,Scotland,15
"2020-06-15",nation,S92000003,Scotland,29
"2020-06-14",nation,S92000003,Scotland,25
"2020-06-13",nation,S92000003,Scotland,21
"2020-06-12",nation,S92000003,Scotland,27
"2020-06-11",nation,S92000003,Scotland,17
"2020-06-10",nation,S92000003,Scotland,12
"2020-06-09",nation,S92000003,Scotland,14
"2020-06-08",nation,S92000003,Scotland,18
"2020-06-07",nation,S92000003,Scotland,18
"2020-06-06",nation,S92000003,Scotland,21
"2020-06-05",nation,S92000003,Scotland,29
"2020-06-04",nation,S92000003,Scotland,49
"2020-06-03",nation,S92000003,Scotland,33
"2020-06-02",nation,S92000003,Scotland,53
"2020-06-01",nation,S92000003,Scotland,18
"2020-05-31",nation,S92000003,Scotland,18
"2020-05-30",nation,S92000003,Scotland,55
"2020-05-29",nation,S92000003,Scotland,39
"2020-05-28",nation,S92000003,Scotland,48
"2020-05-27",nation,S92000003,Scotland,55
"2020-05-26",nation,S92000003,Scotland,29
"2020-05-25",nation,S92000003,Scotland,55
"2020-05-24",nation,S92000003,Scotland,60
"2020-05-23",nation,S92000003,Scotland,72
"2020-05-22",nation,S92000003,Scotland,113
"2020-05-21",nation,S92000003,Scotland,105
"2020-05-20",nation,S92000003,Scotland,96
"2020-05-19",nation,S92000003,Scotland,61
"2020-05-18",nation,S92000003,Scotland,57
"2020-05-17",nation,S92000003,Scotland,90
"2020-05-16",nation,S92000003,Scotland,187
"2020-05-15",nation,S92000003,Scotland,143
"2020-05-14",nation,S92000003,Scotland,188
"2020-05-13",nation,S92000003,Scotland,166
"2020-05-12",nation,S92000003,Scotland,136
"2020-05-11",nation,S92000003,Scotland,141
"2020-05-10",nation,S92000003,Scotland,181
"2020-05-09",nation,S92000003,Scotland,156
"2020-05-08",nation,S92000003,Scotland,225
"2020-05-07",nation,S92000003,Scotland,215
"2020-05-06",nation,S92000003,Scotland,272
"2020-05-05",nation,S92000003,Scotland,171
"2020-05-04",nation,S92000003,Scotland,169
"2020-05-03",nation,S92000003,Scotland,170
"2020-05-02",nation,S92000003,Scotland,273
"2020-05-01",nation,S92000003,Scotland,301
"2020-04-30",nation,S92000003,Scotland,319
"2020-04-29",nation,S92000003,Scotland,313
"2020-04-28",nation,S92000003,Scotland,200
"2020-04-27",nation,S92000003,Scotland,197
"2020-04-26",nation,S92000003,Scotland,273
"2020-04-25",nation,S92000003,Scotland,354
"2020-04-24",nation,S92000003,Scotland,288
"2020-04-23",nation,S92000003,Scotland,371
"2020-04-22",nation,S92000003,Scotland,366
"2020-04-21",nation,S92000003,Scotland,222
"2020-04-20",nation,S92000003,Scotland,263
"2020-04-19",nation,S92000003,Scotland,367
"2020-04-18",nation,S92000003,Scotland,411
"2020-04-17",nation,S92000003,Scotland,307
"2020-04-16",nation,S92000003,Scotland,354
"2020-04-15",nation,S92000003,Scotland,390
"2020-04-14",nation,S92000003,Scotland,291
"2020-04-13",nation,S92000003,Scotland,155
"2020-04-12",nation,S92000003,Scotland,322
"2020-04-11",nation,S92000003,Scotland,315
"2020-04-10",nation,S92000003,Scotland,318
"2020-04-09",nation,S92000003,Scotland,392
"2020-04-08",nation,S92000003,Scotland,336
"2020-04-07",nation,S92000003,Scotland,268
"2020-04-06",nation,S92000003,Scotland,255
"2020-04-05",nation,S92000003,Scotland,361
"2020-04-04",nation,S92000003,Scotland,344
"2020-04-03",nation,S92000003,Scotland,399
"2020-04-02",nation,S92000003,Scotland,292
"2020-04-01",nation,S92000003,Scotland,317
"2020-03-31",nation,S92000003,Scotland,430
"2020-03-30",nation,S92000003,Scotland,179
"2020-03-29",nation,S92000003,Scotland,139
"2020-03-28",nation,S92000003,Scotland,186
"2020-03-27",nation,S92000003,Scotland,165
"2020-03-26",nation,S92000003,Scotland,175
"2020-03-25",nation,S92000003,Scotland,135
"2020-03-24",nation,S92000003,Scotland,85
"2020-03-23",nation,S92000003,Scotland,83
"2020-03-22",nation,S92000003,Scotland,43
"2020-03-21",nation,S92000003,Scotland,51
"2020-03-20",nation,S92000003,Scotland,56
"2020-03-19",nation,S92000003,Scotland,39
"2020-03-18",nation,S92000003,Scotland,32
"2020-03-17",nation,S92000003,Scotland,24
"2020-03-16",nation,S92000003,Scotland,18
"2020-03-15",nation,S92000003,Scotland,32
"2020-03-14",nation,S92000003,Scotland,36
"2020-03-13",nation,S92000003,Scotland,25
"2020-03-12",nation,S92000003,Scotland,24
"2020-03-11",nation,S92000003,Scotland,9
"2020-03-10",nation,S92000003,Scotland,4
"2020-03-09",nation,S92000003,Scotland,5
"2020-03-08",nation,S92000003,Scotland,2
"2020-03-07",nation,S92000003,Scotland,5
"2020-03-06",nation,S92000003,Scotland,5
"2020-03-05",nation,S92000003,Scotland,3
"2020-03-04",nation,S92000003,Scotland,2
"2020-03-03",nation,S92000003,Scotland,0
"2020-03-02",nation,S92000003,Scotland,1
"2020-03-01",nation,S92000003,Scotland,0
"2020-02-29",nation,S92000003,Scotland,0
"2020-02-28",nation,S92000003,Scotland,0
"2020-02-27",nation,S92000003,Scotland,0
"2020-02-26",nation,S92000003,Scotland,0
"2020-02-25",nation,S92000003,Scotland,0
"2020-02-24",nation,S92000003,Scotland,0
"2020-02-23",nation,S92000003,Scotland,0
"2020-02-22",nation,S92000003,Scotland,0
"2020-02-21",nation,S92000003,Scotland,0
"2020-02-20",nation,S92000003,Scotland,0
"2020-02-19",nation,S92000003,Scotland,0
"2020-02-18",nation,S92000003,Scotland,0
"2020-02-17",nation,S92000003,Scotland,0
"2020-02-16",nation,S92000003,Scotland,0
"2020-02-15",nation,S92000003,Scotland,0
"2020-02-14",nation,S92000003,Scotland,0
"2020-02-13",nation,S92000003,Scotland,0
"2020-02-12",nation,S92000003,Scotland,0
"2020-02-11",nation,S92000003,Scotland,0
"2020-02-10",nation,S92000003,Scotland,0
"2020-02-09",nation,S92000003,Scotland,0
"2020-02-08",nation,S92000003,Scotland,0
"2020-02-07",nation,S92000003,Scotland,0
"2020-02-06",nation,S92000003,Scotland,0
"2020-02-05",nation,S92000003,Scotland,0
"2020-02-04",nation,S92000003,Scotland,0
"2020-02-03",nation,S92000003,Scotland,0
"2020-02-02",nation,S92000003,Scotland,0
"2020-02-01",nation,S92000003,Scotland,0
"2020-01-31",nation,S92000003,Scotland,0
"2020-01-30",nation,S92000003,Scotland,0
"2020-01-29",nation,S92000003,Scotland,0
"2020-01-28",nation,S92000003,Scotland,0
"2020-01-27",nation,S92000003,Scotland,0
"2020-01-26",nation,S92000003,Scotland,0
"2020-01-25",nation,S92000003,Scotland,0
"2020-01-24",nation,S92000003,Scotland,0
"2020-01-23",nation,S92000003,Scotland,0
"2020-01-22",nation,S92000003,Scotland,0
"2020-01-21",nation,S92000003,Scotland,0
"2020-01-20",nation,S92000003,Scotland,0
"2020-01-19",nation,S92000003,Scotland,0
"2020-01-18",nation,S92000003,Scotland,0
"2020-01-17",nation,S92000003,Scotland,0
"2020-01-16",nation,S92000003,Scotland,0
"2020-01-15",nation,S92000003,Scotland,0
"2020-01-14",nation,S92000003,Scotland,0
"2020-01-13",nation,S92000003,Scotland,0
"2020-01-12",nation,S92000003,Scotland,0
"2020-01-11",nation,S92000003,Scotland,0
"2020-01-10",nation,S92000003,Scotland,0
"2020-01-09",nation,S92000003,Scotland,0
"2020-01-08",nation,S92000003,Scotland,0
"2020-01-07",nation,S92000003,Scotland,0
"2020-01-06",nation,S92000003,Scotland,0
"2020-01-05",nation,S92000003,Scotland,0
"2020-01-04",nation,S92000003,Scotland,0
"2020-01-03",nation,S92000003,Scotland,0